"sep=,"
"received_message","pattern_matching","reply_message","multiple_replies","multiple_reply_delay","multiple_reply_delay_max","recipients","contacts","ignored_contacts","reply_delay","reply_delay_max","specific_times","monday","tuesday","wednesday","thursday","friday","saturday","sunday","pause_type","pause_value","disabled"
"/matar pedro","none","COMO VOCÊ VAI QUERER MATAR O PEDRO ?\n━━━━━━━━━━━━━━━━━━━━━━━━━━\n/TORRADO\n/ATROPELADO\n/MASSACRADO\n━━━━━━━━━━━━━━━━━━━━━━━━━━\nPEDRO 😠","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"/torrado","none","━━━━━━━━━━━━━━━━━━━━━━━━━━\nPARABÉNS VOCÊ MATOU O PEDRO TORRADO E AINDA FEZ UM SUPER CHURRASCO 😔👌\n━━━━━━━━━━━━━━━━━━━━━━━━━━","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"/atropelado","none","━━━━━━━━━━━━━━━━━━━━━━━━━━\nPARABÉNS VOCÊ MATOU O PEDRO ATROPELADO COM O SEU GOL DUAS PORTA REBAIXADO 🥵🥵\n━━━━━━━━━━━━━━━━━━━━━━━━━━","single","","","c","","","","","0","","","","","","","","seconds","0","0"
"/massacrado","none","━━━━━━━━━━━━━━━━━━━━━━━━━━\nPARABÉNS VOCÊ MATOU O PEDRO MASSACRADO , VOCÊ AGR É UM HERÓI 🥵\n━━━━━━━━━━━━━━━━━━━━━━━━━━","single","","","c","","","","","0","","","","","","","","seconds","0","0"
"/sticker","none","Caso queira figurinha<#>Selecione a foto mais *sticker<#>Caso queira Figurinha animada<#>Selecione o vídeo em Gif Mais *stickergif","all","","","b","","","","","0","","","","","","","","seconds","0","0"
"*stickergif","none","Figurinhas tá off por hj<#>Não trabalho com figurinhas","all","","","b","","","","","0","","","","","","","","seconds","0","0"
"/botzin","none","╔═══════°࿊•°:🔥 - 🔥:°•࿊°═══════╗        ﾠ    O BOT ESTA COM %battery%% DE BATERIA   ╚═══════°࿊•°:🔥 - 🔥:°•࿊°═══════╝","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"removeu você 2","none","Removeu você                                                  \n         💤\n    *＜⌒／ヽ-､_＿_*\n*／＜_/＿＿＿＿／*\n*￣￣￣￣￣￣￣*\n*relaxa foi só um sonho*\n\n        *{\__/}*\n        *( ಥ_ಥ)* \n        */づ ／(＿＿_*\n*／　└-(＿＿＿_／*\n*￣￣￣￣￣￣￣*","single","","","g","","","","","0","","","","","","","","seconds","0","0"
"bot dê tchauzin","none","Ok<#>Tchauzinho gay","all","","","b","","","","","0","","","","","","","","seconds","0","0"
"sim mano e tu?","none","Tô suave 👍<#>Bora logo pros comandos\nAcrescente<#>/menu para mais comandos","all","","","b","","","","","0","","","","","","","","seconds","0","0"
"bot corno","none","Tão corno q comi a puta da tua mãe 🤤","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"@lccria_boot📍","none","Para de marcar o bot filho da puta 😡","single","","","g","","","","","0","","","","","","","","seconds","0","0"
"/atk","none","Não funcionando no momento","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"/stickergif","none","Caso queira Figurinha<#>Selecione a foto Mais *sticker<#>Caso queira Figurinha animada<#>Selecione o vídeo em Gif Mais *stickergif","all","","","b","","","","","0","","","","","","","","seconds","0","0"
